,date,recordedBy,recordNumber,identifiedBy,scientificName,acceptedScientificName,decimalLatitude,decimalLongitude,locality,countryCode,basisOfRecord,institutionCode,species,gbifID,scientificNameVerbatum,identificationQualifier,hasGeospatialIssues,ownerInstitutionCode,informationWithheld,genericName,specificEpithet,infraspecificEpithet
730,1971-04-18T00:00:00Z,G. T. Prance,12064a,P. J. M. Maas,Costus erythrophyllus Loes.,Costus erythrophyllus Loes.,-7.617853697,-72.89755799,"Rio Moa, between Igarap___ë© Ipiranga and Aquidab___ëç",BR,PRESERVED_SPECIMEN,NY,NA,1929828271,Costus erythrophyllus Loes.,,FALSE,,,Costus,erythrophyllus,
731,1988-07-11T00:00:00Z,J. Salick,7604,P. J. M. Maas,Costus erythrophyllus Loes.,Costus erythrophyllus Loes.,-10.15,-75.2,"Central Selva, Palcazu Valley, Iscozacin above PEPP project camp",PE,PRESERVED_SPECIMEN,NY,NA,1930459242,Costus erythrophyllus Loes.,,FALSE,,,Costus,erythrophyllus,
732,1998-07-21T00:00:00Z,"L_____‚pez-C., R.",4089,"Maas, P.J.M. & H. Maas",Costus erythrophyllus Loes.,Costus erythrophyllus Loes.,3.58,-74.09,vda. El Triunfo,CO,PRESERVED_SPECIMEN,Instituto Amaz_____‚nico de Investigaciones Cient______ficas (SINCHI),NA,1932890521,Costus erythrophyllus Loes.,,FALSE,,,Costus,erythrophyllus,
733,6/26/08,Skinner,3994142,Skinner,Costus erythrophyllus,Costus erythrophyllus Loes.,-3.556,-73.11,"San Rafael Indian village, Maynas Province, Peru",NA,NA,iNaturalist,NA,NA,Costus erythrophyllus,NA,NA,NA,NA,NA,NA,NA
734,6/28/08,Skinner,3994139,Skinner,Costus erythrophyllus,Costus erythrophyllus Loes.,-3.53,-73.177,"Santa Teresa, south of Rio MazÕóëçn, Maynas Province, Peru",NA,NA,iNaturalist,NA,NA,Costus erythrophyllus,NA,NA,NA,NA,NA,NA,NA
735,4/18/14,Skinner,3883020,Skinner,Costus erythrophyllus,Costus erythrophyllus Loes.,4.88057,-73.27172,"Rio Pato, Santa MarÕó",NA,NA,iNaturalist,NA,NA,Costus erythrophyllus,NA,NA,NA,NA,NA,NA,NA
736,4/19/14,Skinner,3883138,Skinner,Costus erythrophyllus,Costus erythrophyllus Loes.,4.84862,-73.27213,"Quebrada Cristalino, Santa MarÕó",NA,NA,iNaturalist,NA,NA,Costus erythrophyllus,NA,NA,NA,NA,NA,NA,NA
737,4/20/14,Skinner,3883270,Skinner,Costus erythrophyllus,Costus erythrophyllus Loes.,4.8838,-73.2535,"Reserva Natural north of town, Santa MarÕó",NA,NA,iNaturalist,NA,NA,Costus erythrophyllus,NA,NA,NA,NA,NA,NA,NA
738,12/11/18,Skinner,19151319,Skinner,Costus erythrophyllus,Costus erythrophyllus Loes.,0.99714,-76.4677,"El Muelle, Puerto GuzmÕóëçn, Putumayo, Colombia",NA,NA,iNaturalist,NA,NA,Costus erythrophyllus,NA,NA,NA,NA,NA,NA,NA
739,1988-03-24T00:00:00Z,W.G. Berendsohn|Raul Villacorta,Berendsohn JBL00694,P.J.M. Maas,Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,13.83333,-89.91666,"Parque Nacional ""El Imposible"" Hacienda San Benito. Colectado en la parte baja de la monta___ë±a de Tacho Lopex, en un barranco o el cauce de un rio (seco en le verano).",SV,PRESERVED_SPECIMEN,MO,NA,1258429664,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
740,1982-06-05T00:00:00Z,Sandy Knapp|Robert L. Dressler,Knapp 5460,"P.J.M. Maas, 1982 (U)",Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,8.53333,-81.11666,"Ridge of Cordillera de Tute, trail to Cerro Tute, above Escuela Agricola Alto de Piedra, just W of Santa F___ë©. Premontane wet forest.",PA,PRESERVED_SPECIMEN,MO,NA,1258541986,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
741,1993-05-05T00:00:00Z,Eliberto A. Sandoval|H. Rivera,Sandoval 1223,"P.J.M. Maas, 1994 (U)",Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,13.81666,-89.93333,"San Benito, al N del pie de la quebrada El Volador.",SV,PRESERVED_SPECIMEN,MO,NA,1258542039,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
742,1939-02-05T00:00:00Z,Paul C. Standley,Standley 64556,"P.J.M. Maas, 1988 (U)",Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,14.40166,-90.88861,"Finca Monterrey, south slope of Volc___ëçn de Fuego",GT,PRESERVED_SPECIMEN,MO,NA,1258542068,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
743,1972-09-28T00:00:00Z,Alwyn H. Gentry,Gentry 6281,P.J.M. Maas,Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,8.51666,-81.08333,"Slopes of Cerro Tute, above Santa F___ë©",PA,PRESERVED_SPECIMEN,MO,NA,1258999277,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
744,1995-12-13T00:00:00Z,Max Sandoval|Eliberto A. Sandoval,Sandoval MS-00266,P. J. M. Maas & H. Maas (WAG),Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,13.816667,-89.933333,"San Francisco Men___ë©ndez, al pie de la quebrada Acosta.",SV,PRESERVED_SPECIMEN,MO,NA,1259460462,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
745,1998-03-02T00:00:00Z,Raul Villacorta,Villacorta M. RV-02940,P. J. M. Maas & H. Maas (WAG),Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,13.816667,-89.933333,"Parque Nacional El Imposible, cerro Le_____‚n.",SV,PRESERVED_SPECIMEN,MO,NA,1259926357,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
746,2007-04-02T00:00:00Z,Angelita L_____‚pez Cruz,L_____‚pez Cruz 436,P. J. M. Maas & H. Maas (WAG),Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,15.421111,-92.677778,Costa Rica. Bosque tropical perennifolio. Habito: Terrestre.,MX,PRESERVED_SPECIMEN,MO,NA,1260795625,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
747,2008-10-26T00:00:00Z,Daniel Santamar______a|Alex K. Monro|Laurencio Mart______nez,Santamar______a-Aguilar 7804,P. J. M. Maas & H. Maas (WAG),Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,9.255556,-82.504722,"Cerro Fr______o, headwaters of R______o Tskui. Point 12.  Close to two land-slides of different ages, one very recent, the other ca. 10-20 years old.",PA,PRESERVED_SPECIMEN,MO,NA,1261023532,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
748,1994-07-15T00:00:00Z,Thomas B. Croat|Guang Hua Zhu,Croat 76915,"P.J.M. Maas, 1996 (U)",Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,8.507778,-81.122222,"Vicinity of Santa F___ë©, along road between Alto Piedra and Calovebora, 0.5 mi N of Alto Piedra, on slopes of Cerro Tute, Parque Nacional Cerro Tut___ë©.",PA,PRESERVED_SPECIMEN,MO,NA,1261343272,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
749,1983-07-15T00:00:00Z,Clem W. Hamilton|Karen Krager,Hamilton 3950,Maas,Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,8.583333,-81.083333,"""Cerro Tute"" ridge up from former Escuela Agr______cola, Santa F___ë©.",PA,PRESERVED_SPECIMEN,MO,NA,1261343336,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
750,1983-07-15T00:00:00Z,Clem W. Hamilton|Karen Krager,Hamilton 3958,P.J.M. Maas,Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,8.583333,-81.083333,"""Cerro Tute"" ridge up from former Escuela Agr______cola, Santa F___ë©.",PA,PRESERVED_SPECIMEN,MO,NA,1261343386,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,MOBOT,,Costus,comosus,bakeri
751,1998-03-02T00:00:00Z,"Villacorta,R.",,P.J.M.Maas [Fide TROPICOS 01.2014] 2012,Costus comosus var. bakeri (Schumann) Maas,Costus comosus var. bakeri (Schumann) Maas,13.81667,-89.93333,"Depto. Ahuachap___ëçn, [El Imposible]. P. N. El Imposible, cerro Le_____‚n",SV,PRESERVED_SPECIMEN,LAGU,NA,1585294118,Costus comosus var. bakeri (K. Schum.) Maas,,FALSE,,,Costus,comosus,bakeri
752,7/10/14,Skinner,3876844,Skinner,Costus comosus bakeri,Costus comosus var. bakeri (Schumann) Maas,15.1738,-92.336,"Finca Irlanda, Chiapas., Mexico",NA,NA,iNaturalist,NA,NA,Costus comosus bakeri,NA,NA,NA,NA,NA,NA,NA
753,7/11/14,Skinner,3876918,Skinner,Costus comosus bakeri,Costus comosus var. bakeri (Schumann) Maas,15.16584,-92.30666,"Finca Chiripa, Isla de Aventura, Chiapas, Mexico",NA,NA,iNaturalist,NA,NA,Costus comosus bakeri,NA,NA,NA,NA,NA,NA,NA
754,7/14/14,Skinner,3876879,Skinner,Costus comosus bakeri,Costus comosus var. bakeri (Schumann) Maas,15.22,-92.44,"Road to Morelos, Chiapas, Mexico",NA,NA,iNaturalist,NA,NA,Costus comosus bakeri,NA,NA,NA,NA,NA,NA,NA
755,1985-08-22T00:00:00Z,"Grayum, Michael",,P. J. M. Maas,Costus comosus var. comosus,Costus comosus var. comosus,9.38,-84.13,P.N. Manuel Antonio Along trail from Playa Manuel Antonio to Puerto Escondido.,CR,PRESERVED_SPECIMEN,Museo Nacional de Costa Rica (MNCR),NA,44823894,Costus comosus,,FALSE,,,Costus,comosus,comosus
756,1996-12-29T00:00:00Z,Barry E. Hammel,Hammel 20620,P.J.M. & H. Maas,Costus comosus var. comosus,Costus comosus var. comosus,9.22,-83.82,"Punta Dominical, 4 km SO de Dominical.",CR,PRESERVED_SPECIMEN,MO,NA,1258431269,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
757,1995-04-14T00:00:00Z,Billen Gamboa R.,Gamboa Romero 153,P.J.M. & H. Maas,Costus comosus var. comosus,Costus comosus var. comosus,8.48,-83.59,P.N. Corcorvado. Pen______nsula de Osa. Alrededores de la Estaci_____‚n Sirena. Bosque primario.,CR,PRESERVED_SPECIMEN,MO,NA,1258471899,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
758,1979-11-27T00:00:00Z,Thomas B. Croat,Croat 48708B,"P.J.M. Maas, 1982 (U)",Costus comosus var. comosus,Costus comosus var. comosus,8.7,-82.23333,"Vicinity of Fortuna Dam site on R______o Chiriqui beyond Gualaca 9.4 mi beyond Gate to Francisco Linare's house, 20.9 mi from bridge over R______o Est______, 10.8 mi beyond Los Planes de Hornito.",PA,PRESERVED_SPECIMEN,MO,NA,1258541968,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
759,1978-11-28T00:00:00Z,Daniel H. Janzen,Janzen 11540,"P.J.M. Maas, 1984 (U)",Costus comosus var. comosus,Costus comosus var. comosus,8.71,-83.87,"Isla del Ca___ë±o, 17 km northwest of Punta Llorona in Corcovado National Park, Osa Peninsula.",CR,PRESERVED_SPECIMEN,MO,NA,1258542049,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
760,1950-08-28T00:00:00Z,Paul H. Allen,Allen 5625,"P.J.M. Maas, 1968 (U)",Costus comosus var. comosus,Costus comosus var. comosus,8.72,-83.32,"in brushy places above rocky beaches, vicinity Delta of the Rio Esquinas, Golfo Dulce",CR,PRESERVED_SPECIMEN,MO,NA,1258600487,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
761,1983-02-01T00:00:00Z,Luis Diego G_____‚mez P.,G_____‚mez Pignataro 19988,P.J.M. Maas,Costus comosus var. comosus,Costus comosus var. comosus,8.706111,-83.87,"Isla del Ca___ë±o, 40 km northwest of Corcovado National Park.",CR,PRESERVED_SPECIMEN,MO,NA,1259391192,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
762,1987-06-21T00:00:00Z,Thomas B. Croat,Croat 66544,"P. Maas, 1989 (U)",Costus comosus var. comosus,Costus comosus var. comosus,8.75,-82.3,Vicinity of Fortuna Dam in valley of R______o Chiriqu______; along aquaduct trail for water supply for IRHE facilities.,PA,PRESERVED_SPECIMEN,MO,NA,1261342612,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
763,1985-08-21T00:00:00Z,Michael H. Grayum|Pamela J. Sleeper,Grayum 5909,P. J. M. Maas & H. Maas (WAG),Costus comosus var. comosus,Costus comosus var. comosus,9.38,-84.15,"In and near Parque Nacional Manuel Antonio, ca. 7 km SE of Quepos. 9ëÎ__‰23'N, 84ëÎ__‰09'W. Elev. ca. 0-5 m.",CR,PRESERVED_SPECIMEN,MO,NA,1261342626,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
764,1984-08-03T00:00:00Z,William G. D'Arcy,D'Arcy 16028,P.J.M. & H. Maas,Costus comosus var. comosus,Costus comosus var. comosus,8.73333,-82.23333,Fortuna Dam area.,PA,PRESERVED_SPECIMEN,MO,NA,1261343193,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
765,1994-06-30T00:00:00Z,Eduardo L___ë©piz|V______ctor H. Ram______rez,L___ë©piz Villalobos 406,P. Maas,Costus comosus var. comosus,Costus comosus var. comosus,8.71,-83.88,R.B. Isla del Ca___ë±o; Pen______nsula de Osa. Areas aleda___ë±as al Faro.,CR,PRESERVED_SPECIMEN,MO,NA,1261830893,Costus comosus var. comosus,,FALSE,MOBOT,,Costus,comosus,comosus
766,1986-09-02T00:00:00Z,Hermes Cuadros,3139,P. J. M. Maas,Costus comosus var. comosus,Costus comosus var. comosus,9.936953,-75.104006,Santuario de Fauna y Flora Los Colorados,CO,PRESERVED_SPECIMEN,JBGP,NA,1273757618,Costus comosus comosus,,FALSE,,,Costus,comosus,comosus
767,1973-07-28T00:00:00Z,Steyermark JA; Carre___ë±o Espinoza V,,Maas PJM,Costus comosus var. comosus,Costus comosus var. comosus,9.683333,-69.516667,"Paso de Angostura:Sitio de represa de Yacamb_____‰, en la confluencia de la Quebrada Honda con el R______o Yacamb_____‰. 33 km Sureste de Sanare.",VE,PRESERVED_SPECIMEN,,NA,2273772217,Costus comosus (Jacq.) Roscoe var. comosus,,FALSE,,,Costus,comosus,comosus
768,1994-12-01T00:00:00Z,Mike Hopkins,107,"Maas, P.J.M.",Costus congestiflorus Rich.,Costus congestiflorus Rich.,-2.883333,-59.97,Reserva Florestal Adolfo Ducke,BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042476372,Costus congestiflorus Rich.,,FALSE,,,Costus,congestiflorus,
769,1995-01-05T00:00:00Z,Mike Hopkins,73,"Maas, P.J.M.",Costus congestiflorus Rich.,Costus congestiflorus Rich.,-2.883333,-59.97,"Reserva Florestal Adolfo Ducke, Pr_____‚ximo a guarita na entrada da Reserva",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042499187,Costus congestiflorus Rich.,,FALSE,,,Costus,congestiflorus,
770,2007-05-28T00:00:00Z,Mike Hopkins,95,"Maas, P.J.M.",Costus congestiflorus Rich.,Costus congestiflorus Rich.,-2.338889,-60.53,"Vila de Balbina, Reserva Biol_____‚gica do Uatum___ë£, grade de trilhas PPBio",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042522559,Costus congestiflorus Rich.,,FALSE,,,Costus,congestiflorus,
771,1983-07-21T00:00:00Z,Mike Hopkins,13138,"Maas, P.J.M.",Costus congestiflorus Rich.,Costus congestiflorus Rich.,-3.383333,-57.75,"Rio Mau___ë©s-A___Õªu, across from Mau___ë©s. Occasional suculent or in shaded terra firme forest, clay.",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042536293,Costus congestiflorus Rich.,,FALSE,,,Costus,congestiflorus,
772,1995-10-10T00:00:00Z,Mike Hopkins,296,"Maas, P.J.M.",Costus congestiflorus Rich.,Costus congestiflorus Rich.,-2.883333,-59.97,"Reserva Florestal Adolfo Ducke, Pr_____‚ximo a entrada, solo arenoso.",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042568468,Costus congestiflorus Rich.,,FALSE,,,Costus,congestiflorus,
773,1995-01-26T00:00:00Z,Mike Hopkins,726,"Maas, P.J.M.",Costus congestiflorus Rich.,Costus congestiflorus Rich.,-2.883333,-59.97,"Reserva Florestal Adolfo Ducke, Na entrada da Reserva.",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042578285,Costus congestiflorus Rich.,,FALSE,,,Costus,congestiflorus,
774,1986-04-23T00:00:00Z,Mike Hopkins,899,"""Maas, H.; Maas, P.J.M.""",Costus congestiflorus Rich.,Costus congestiflorus Rich.,-1.866667,-52.97,"Mt. Dourado. Estrada Perimetral em dira___Õª___ë£o ___ëç Esta___Õª___ë£o Ecol_____‚gica do Jar______ (SEMA), igarap___ë© logo antes de sede. Vegeta___Õª___ë£o: Beira de igarap___ë©.",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042589380,Costus congestiflorus Rich.,,FALSE,,,Costus,congestiflorus,
775,2004-03-15T00:00:00Z,Homero Vargas L.|Edwin Narv___ëçez|A. Moreira|J. Celi|L. Lewinsohn,Vargas L_____‚pez 4640,P.J.M. & H. Maas,Costus cordatus Maas,Costus cordatus Maas,0.5,-79.16666,"Sector Crist_____‚bal Col_____‚n. Terrenos de la Sra. Emma Revilla, a 10 km de Crist_____‚bal Col_____‚n. Bosque H_____‰medo Tropical. Bosque primario.",EC,PRESERVED_SPECIMEN,MO,NA,1259942378,Costus cordatus Maas,,FALSE,MOBOT,,Costus,cordatus,
776,1983-04-18T00:00:00Z,Thomas B. Croat,Croat 56062,P.J.M. Maas & H. Maas,Costus cordatus Maas,Costus cordatus Maas,5.283333,-76.75,"Serrania de Baudo, along road between Las Animas and Pato on Rio Pato (current end of road), 10 km SW of Pato; 5 17'N, 76 45'W.",CO,PRESERVED_SPECIMEN,MO,NA,1261342712,Costus cordatus Maas,,FALSE,MOBOT,,Costus,cordatus,
777,1984-03-13T00:00:00Z,Thomas B. Croat,Croat 57390,P.J.M. Maas & H. Maas,Costus cordatus Maas,Costus cordatus Maas,5.241667,-76.683333,"NEAR R___Õ_O IR___ÕÎ, CA: 10 km S of Istmina; elev. less than 50 m. 5ëÎ__‰4'30""N, 76ëÎ__‰41'W.",CO,PRESERVED_SPECIMEN,MO,NA,1261342773,Costus cordatus Maas,,FALSE,MOBOT,,Costus,cordatus,
778,1953-03-16T00:00:00Z,Richard Evans Schultes,19092,P.J.M. & H. Maas,Costus cupreifolius Maas,Costus cupreifolius Maas,1.09346,-76.62297,Sin Datos.,CO,PRESERVED_SPECIMEN,ICN,NA,1844933077,Costus cupreifolius,,FALSE,,,Costus,cupreifolius,
779,1994-05-03T00:00:00Z,Jos___ë© Luis Fern___ëçndez-Alonso,11396,P.J.M. & H. Maas,Costus cupreifolius Maas,Costus cupreifolius Maas,1.166667,-76.566667,"Carretera a Puerto Asis, vertiente amazonica de Colombia.",CO,PRESERVED_SPECIMEN,ICN,NA,1898922604,Costus cupreifolius,,FALSE,,,Costus,cupreifolius,
780,12/8/18,Skinner,19133259,Skinner,Costus cupreifolius,Costus cupreifolius Maas,0.7,-76.7,"Vereda San Diego, Putumayo, Colombia",NA,NA,iNaturalist,NA,NA,Costus cupreifolius,NA,NA,NA,NA,NA,NA,NA
781,12/9/18,Skinner,19136039,Skinner,Costus cupreifolius,Costus cupreifolius Maas,0.63,-76.7,"Tesalia, Putumayo, Colombia",NA,NA,iNaturalist,NA,NA,Costus cupreifolius,NA,NA,NA,NA,NA,NA,NA
782,1975-10-31T00:00:00Z,"Burger, William",,P. Maas & H. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.3,-84.78,"Cloud forest and swamp forest (premontane and lower montane rain forest formations) in and around the Monteverde Nature reserve, mostly on the Pacific watershed.Puntarenas and Alajuela Provinces",CR,PRESERVED_SPECIMEN,Museo Nacional de Costa Rica (MNCR),NA,44817999,Costus curvibracteatus,,FALSE,,,Costus,curvibracteatus,
783,,"Ocampo, Rafael A.",,P. Maas & H. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,9.9,-84.55,,CR,PRESERVED_SPECIMEN,Museo Nacional de Costa Rica (MNCR),NA,44820825,Costus curvibracteatus,,FALSE,,,Costus,curvibracteatus,
784,1987-05-23T00:00:00Z,"Haber, William",,P. Maas & H. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.31,-84.73,R.B. Monteverde R______o Pe___ë±as Blancas.Finca Alejandro,CR,PRESERVED_SPECIMEN,Museo Nacional de Costa Rica (MNCR),NA,44823959,Costus curvibracteatus,,FALSE,,,Costus,curvibracteatus,
785,1987-05-23T00:00:00Z,William Haber,,"Maas, Paulus J. M.",Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.316667,-84.733334,Rio Penas Blancas. Finca Alejandro.,CR,PRESERVED_SPECIMEN,INBio,NA,1253712202,Costus curvibracteatus,,FALSE,INBio,,Costus,curvibracteatus,
786,1988-07-20T00:00:00Z,G. F. Rusell,,P. Maas & H. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.45,-85.73,"in vicinity of V. Arenal, aprox. 14 km W of Fortuna",CR,PRESERVED_SPECIMEN,Museo Nacional de Costa Rica (MNCR),NA,44824510,Costus curvibracteatus,,FALSE,,,Costus,curvibracteatus,
787,1988-07-20T00:00:00Z,George F. Russell|Earthwatch Volunteers,Russell 551,P.J.M. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.45,-85.73333,"In vicinity of Volc___ëçn Arenal, approximately 14 km west of Fortuna, on steep slopes in densely shaded forest near observation platform",CR,PRESERVED_SPECIMEN,MO,NA,1259297037,Costus curvibracteatus Maas,,FALSE,MOBOT,,Costus,curvibracteatus,
788,1989-06-25T00:00:00Z,"Bello, Erick",,P. Maas & H. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.3,-84.75,R.B. Monteverde R______o Pe___ë±as Blancas.Parcela de Alem___ëçn,CR,PRESERVED_SPECIMEN,Museo Nacional de Costa Rica (MNCR),NA,44825344,Costus curvibracteatus,,FALSE,,,Costus,curvibracteatus,
789,1989-06-25T00:00:00Z,Erick Bello,,"Maas, Paulus J. M.",Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.3,-84.75,Rio Penas Blancas. Parcela de Aleman.,CR,PRESERVED_SPECIMEN,INBio,NA,1253702895,Costus curvibracteatus,,FALSE,INBio,,Costus,curvibracteatus,
790,1989-06-25T00:00:00Z,Erick Bello C.,Bello Carranza 961,"Maas, 1992 (U)",Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.3,-84.75,Reserva Biol_____‚gica Monteverde R______o Pe___ë±as Blancas. Parcela de Alem___ëçn.,CR,PRESERVED_SPECIMEN,MO,NA,1261343082,Costus curvibracteatus Maas,,FALSE,MOBOT,,Costus,curvibracteatus,
791,1989-04-25T00:00:00Z,"Herrera, Gerardo",,P. Maas & H. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,9.78,-83.13,El Progreso.Cabeceras de R______o Carieri.Fila Matama,CR,PRESERVED_SPECIMEN,Museo Nacional de Costa Rica (MNCR),NA,44825418,Costus curvibracteatus,,FALSE,,,Costus,curvibracteatus,
792,1991-02-19T00:00:00Z,Maas PJM; Maas-van de Kamer H,,Maas PJM; Maas-van de Kamer H,Costus curvibracteatus Maas,Costus curvibracteatus Maas,9.772222,-83.798611,Cartago: Canton de Paraiso. Forest roadside just outside Refugio Nacional de Fauna Silvestre Tapanti.,CR,PRESERVED_SPECIMEN,,NA,1137426451,Costus curvibracteatus Maas,,FALSE,,,Costus,curvibracteatus,
793,1991-02-19T00:00:00Z,Paulus J. M. Maas,,"Maas, Paulus J. M.",Costus curvibracteatus Maas,Costus curvibracteatus Maas,9.772222,-83.798611,Forest roadside just outside Refugio Nacional de Fauna Silvestre Tapanti.,CR,PRESERVED_SPECIMEN,INBio,NA,1253601291,Costus curvibracteatus,,FALSE,INBio,,Costus,curvibracteatus,
794,1991-02-19T00:00:00Z,Paul J. M. Maas|Hiltje Maas,Maas 8000,"P.J.M. & H. Maas, II/",Costus curvibracteatus Maas,Costus curvibracteatus Maas,9.77222,-83.79861,Forest roadside just outside Refugio Nacional de Fauna Silvestre Tapant______,CR,PRESERVED_SPECIMEN,MO,NA,1261341898,Costus curvibracteatus Maas,,FALSE,MOBOT,,Costus,curvibracteatus,
795,2004-05-24T00:00:00Z,Maas PJM; et al.,,Maas PJM,Costus curvibracteatus Maas,Costus curvibracteatus Maas,8.733333,-82.233333,,PA,PRESERVED_SPECIMEN,,NA,1138805381,Costus curvibracteatus Maas,,FALSE,,,Costus,curvibracteatus,
796,1979-08-08T00:00:00Z,Stevens WD,,Maas PJM,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.25,-84.166667,"Province Alajuela: Along road to Colonia Vrigen del Socorro, barraca of R______o Sarapiqu______.",CR,PRESERVED_SPECIMEN,,NA,1139273455,Costus curvibracteatus Maas,,FALSE,,,Costus,curvibracteatus,
797,1979-08-08T00:00:00Z,W. D. Stevens,Stevens 13578,P. Maas,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.25,-84.16,"Along road to Colonia Virgen del Socorro, barranca of R______o Sarapiqu______, on steep slopes.",CR,PRESERVED_SPECIMEN,MO,NA,1258522459,Costus curvibracteatus Maas,,FALSE,MOBOT,,Costus,curvibracteatus,
798,2004-05-07T00:00:00Z,Maas PJM; et al.,,Maas PJM,Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.35,-84.666667,"Canton San Ram_____‚n, Distrito Pe___ë±a Blanca, Estaci_____‚n Pocosol, Sendero Zamia.",CR,PRESERVED_SPECIMEN,,NA,1141173912,Costus curvibracteatus Maas,,FALSE,,,Costus,curvibracteatus,
799,2004-05-07T00:00:00Z,Paulus J. M. Maas; Nelson A. Zamora Villalobos ; Jose Gonz___ëçlez,,"Maas, Paulus J. M.",Costus curvibracteatus Maas,Costus curvibracteatus Maas,10.35,-84.666667,Rio Penas Blancas. Laguna Poco Sol. Sendero al rio.,CR,PRESERVED_SPECIMEN,INBio,NA,1253819684,Costus curvibracteatus,,FALSE,INBio,,Costus,curvibracteatus,
